"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-15","7.83",",,X",,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"47",",,X","30",",,X",,,"  290",",,X","  280",",,X","16.1",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-16","3.80",",,X",,,"0.12",",,X,2400","0.3",",,X,","0.0",",,X,",,,"41",",,X","32",",,X",,,"  310",",,X","  310",",,X","13.0",",,X","19.0",",,X","    1",",,X","    1",",,X",,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-17","6.04",",,X",,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"38",",,X","29",",,X",,,"  320",",,X","  300",",,X","14.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-18","9.62",",,X",,,"0.65",",,X,2400","3.0",",,X,","0.0",",,X,",,,"35",",,X","28",",,X",,,"   70",",,X","   50",",,X","17.0",",,X","23.9",",,X",,,"    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X","    1",",,X",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-19","9.62",",,X",,,"0.36",",,X,2400","0.0",",,X,","2.0",",,X,",,,"43",",,X","33",",,X",,,"   70",",,X","   50",",,X","23.0",",,X","33.1",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-20","7.61",",,X",,,"0.00","T,,X,2400","0.0","T,,X,","0.0",",,X,",,,"45",",,X","32",",,X",,,"  290",",,X","  280",",,X","19.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-21","6.49",",,X",,,"0.00","T,,X,2400","0.0","T,,X,","0.0",",,X,",,,"40",",,X","30",",,X",,,"  320",",,X","  320",",,X","14.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-22","8.95",",,X",,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"41",",,X","28",",,X",,,"  290",",,X","  300",",,X","17.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-23","9.62",",,X",,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"46",",,X","32",",,X",,,"  320",",,X","  270",",,X","17.9",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-24","5.14",",,X",,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"47",",,X","33",",,X",,,"   50",",,X","  320",",,X","13.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-25","8.95",",,X",,,"0.17",",,X,2400","0.0","T,,X,","0.0",",,X,",,,"40",",,X","36",",,X",,,"   70",",,X","   60",",,X","23.9",",,X","36.0",",,X",,,,,,,,,,,,,"    1",",,X",,,"    1",",,X","    1",",,X","    1",",,X",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-26","4.70",",,X",,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"53",",,X","37",",,X",,,"  340",",,X","   10",",,X","13.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-27","5.59",",,X",,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"53",",,X","36",",,X",,,"  310",",,X","  300",",,X","16.1",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-28","5.82",",,X",,,"0.00","T,,X,2400","0.0",",,X,","0.0",",,X,",,,"51",",,X","37",",,X",,,"  310",",,X","  350",",,X","13.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-29","5.59",",,X",,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"55",",,X","40",",,X",,,"  310",",,X","  340",",,X","15.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-30","4.25",",,X",,,"0.00",",,X,2400","0.0",",,X,","0.0",",,X,",,,"59",",,X","40",",,X",,,"  300",",,X","  280",",,X","12.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-03-31","6.26",",,X",,,"0.08",",,X,2400","0.0",",,X,","0.0",",,X,",,,"54",",,X","44",",,X",,,"  170",",,X","  130",",,X","16.1",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-01","6.49",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"62",",,W","37",",,W",,,"  280",",,W","  290",",,W","19.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-02","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"43",",,W","33",",,W",,,"  280",",,W","  280",",,W","18.1",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-03","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"46",",,W","33",",,W",,,"  310",",,W","  310",",,W","15.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-04","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"53",",,W","33",",,W",,,"  230",",,W","  290",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-05","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"64",",,W","41",",,W",,,"  310",",,W","  290",",,W","17.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-06","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"52",",,W","35",",,W",,,"  310",",,W","  330",",,W","19.9",",,W","31.1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-07","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"55",",,W","40",",,W",,,"  190",",,W","  170",",,W","14.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-08","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"73",",,W","51",",,W",,,"  170",",,W","  170",",,W","16.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-09","4.92",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","51",",,W",,,"  300",",,W","  300",",,W","17.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-10","4.92",",,W",,,"0.49",",,W,2400","0.0",",,W,","0.0",",,W,",,,"74",",,W","55",",,W",,,"  310",",,W","  290",",,W","16.1",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-11","6.26",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"60",",,W","47",",,W",,,"   60",",,W","  130",",,W","15.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-12","11.18",",,W",,,"0.63",",,W,2400","0.0",",,W,","0.0",",,W,",,,"47",",,W","41",",,W",,,"   70",",,W","  100",",,W","23.0",",,W","34.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-13","2.91",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,",,,"58",",,W","41",",,W",,,"   20",",,W","   10",",,W","13.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-14","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"57",",,W","46",",,W",,,"  280",",,W","  300",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-15","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"59",",,W","44",",,W",,,"   60",",,W","  180",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-16","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"63",",,W","47",",,W",,,"  170",",,W","  170",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-17","5.37",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,",,,"71",",,W","55",",,W",,,"   60",",,W","  260",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-18","6.04",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,",,,"59",",,W","51",",,W",,,"  150",",,W","  170",",,W","17.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-19","7.16",",,W",,,"0.05",",,W,2400","0.0",",,W,","0.0",",,W,",,,"71",",,W","55",",,W",,,"  170",",,W","  180",",,W","16.1",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-20","8.50",",,W",,,"0.06",",,W,2400","0.0",",,W,","0.0",",,W,",,,"60",",,W","43",",,W",,,"  310",",,W","  300",",,W","16.1",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-21","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"55",",,W","37",",,W",,,"   60",",,W","  360",",,W","15.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-22","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"55",",,W","41",",,W",,,"   70",",,W","   50",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-23","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"53",",,W","41",",,W",,,"   80",",,W","   60",",,W","19.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-24","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"69",",,W","44",",,W",,,"  160",",,W","  180",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-25","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"66",",,W","46",",,W",,,"  310",",,W","  310",",,W","16.1",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-26","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"67",",,W","50",",,W",,,"   30",",,W","   20",",,W","13.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-27","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"71",",,W","48",",,W",,,"   60",",,W","  180",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-28","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"69",",,W","51",",,W",,,"  160",",,W","  170",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-29","5.14",",,W",,,"0.04",",,W,2400","0.0",",,W,","0.0",",,W,",,,"57",",,W","52",",,W",,,"  180",",,W","  180",",,W","13.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-04-30","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"68",",,W","51",",,W",,,"   60",",,W",,,"10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-01","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"69",",,W","47",",,W",,,"   60",",,W","   50",",,W","16.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-02","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"72",",,W","49",",,W",,,"  110",",,W","  190",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-03","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"66",",,W","49",",,W",,,"   60",",,W","   80",",,W","17.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-04","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"69",",,W","48",",,W",,,"   70",",,W","   40",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-05","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"64",",,W","46",",,W",,,"   60",",,W","   70",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-06","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"69",",,W","46",",,W",,,"   60",",,W","  170",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-07","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"74",",,W","52",",,W",,,"   70",",,W","   60",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-08","5.59",",,W",,,"3.02",",,W,2400","0.0",",,W,","0.0",",,W,",,,"63",",,W","55",",,W",,,"   70",",,W","  170",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-09","3.58",",,W",,,"0.50",",,W,2400","0.0",",,W,","0.0",",,W,",,,"68",",,W","54",",,W",,,"   60",",,W","  240",",,W","8.9",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-10","3.80",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,",,,"79",",,W","59",",,W",,,"  160",",,W","  160",",,W","10.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-11","3.13",",,W",,,"1.09",",,W,2400","0.0",",,W,","0.0",",,W,",,,"70",",,W","61",",,W",,,"  180",",,W","  250",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-12","7.83",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"70",",,W","51",",,W",,,"  280",",,W","  270",",,W","16.1",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-13","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"58",",,W","45",",,W",,,"  280",",,W","  280",",,W","15.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-14","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"61",",,W","42",",,W",,,"  290",",,W","  290",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-15","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"69",",,W","52",",,W",,,"  170",",,W","  160",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-16","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"79",",,W","62",",,W",,,"  240",",,W","  250",",,W","13.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-17","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"72",",,W","58",",,W",,,"  360",",,W","  320",",,W","17.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-18","2.01",",,W",,,"0.01",",,W,2400","0.0",",,W,","0.0",",,W,",,,"65",",,W","56",",,W",,,"  190",",,W","  190",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-19","4.70",",,W",,,"0.60",",,W,2400","0.0",",,W,","0.0",",,W,",,,"59",",,W","55",",,W",,,"  150",",,W","  150",",,W","12.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-20","1.57",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"79",",,W","58",",,W",,,"  260",",,W","  260",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-21","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"86",",,W","68",",,W",,,"  240",",,W","  250",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-22","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"78",",,W","59",",,W",,,"   60",",,W","   60",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-23","5.37",",,W",,,"1.81",",,W,2400","0.0",",,W,","0.0",",,W,",,,"80",",,W","64",",,W",,,"  210",",,W","  250",",,W","12.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-24","5.37",",,W",,,"0.30",",,W,2400","0.0",",,W,","0.0",",,W,",,,"65",",,W","45",",,W",,,"  310",",,W","  300",",,W","15.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-25","9.17",",,W",,,"0.14",",,W,2400","0.0",",,W,","0.0",",,W,",,,"54",",,W","45",",,W",,,"  310",",,W","  300",",,W","17.0",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-26","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"66",",,W","48",",,W",,,"  310",",,W","  270",",,W","19.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-27","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"73",",,W","51",",,W",,,"  250",",,W","  250",",,W","12.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-28","2.68",",,W",,,"0.52",",,W,2400","0.0",",,W,","0.0",",,W,",,,"68",",,W","56",",,W",,,"  240",",,W","  250",",,W","10.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-29","1.57",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"82",",,W","58",",,W",,,"  250",",,W","  260",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-30","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"90",",,W","72",",,W",,,"  270",",,W","  260",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-05-31","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"90",",,W","75",",,W",,,"  260",",,W","  180",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-06-01","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"90",",,W","73",",,W",,,"  250",",,W","  260",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-06-02","6.04",",,W",,,"0.85",",,W,2400","0.0",",,W,","0.0",",,W,",,,"88",",,W","69",",,W",,,"  250",",,W","  270",",,W","15.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-06-03","3.36",",,W",,,"0.87",",,W,2400","0.0",",,W,","0.0",",,W,",,,"78",",,W","66",",,W",,,"  250",",,W","  250",",,W","12.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2013-06-04","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,",,,"75",",,W","57",",,W",,,"   10",",,W","  340",",,W","13.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
